Index,TCOO,Cooling_Cost,Heating_Cost,Energy_Cost_Above_Threshold
1170,22791.16,"578.22,1079.84,257.59,279.21,732.73,1333.83,548.72,681.44,847.38,486.07,889.32,192.13,207.19,1079.65,772.59,246.0,140.46,1188.13,845.48,573.37,346.91,297.58,640.55,902.23,247.71,379.83,965.95,504.64,226.88,1808.25",[],5
1171,23237.08,"632.85,370.57,1049.21,1286.58,1161.33,580.95,248.69,175.81,805.59,761.95,785.62,1025.41,808.62,1405.82,400.19,599.84,134.91,899.83,108.35,371.51,199.06,644.78,758.22,671.1,579.69,506.3,768.59,464.77,541.56,488.26",[],3
1172,23797.52,"874.99,207.55,1141.9,129.14,746.91,540.65,518.43,1613.46,821.35,922.38,518.03,474.54,284.44,844.86,624.7,380.03,1179.63,616.81,1532.04,160.02,1090.14,580.05,265.43,375.79,1188.29,335.89,587.94,561.73,605.95,976.7",[],6
1173,22395.99,"976.59,1105.93,343.27,895.35,93.72,943.93,935.46,577.93,390.47,349.76,360.5,282.98,703.77,611.66,346.34,1498.58,231.9,414.6,508.48,1293.68,568.53,448.96,297.65,413.82,823.12,253.57,1199.57,379.12,234.05,830.08",[],4
1174,23702.68,"1462.16,1120.23,357.09,466.56,587.94,406.22,790.4,256.48,649.22,812.72,788.98,643.94,227.37,551.14,732.82,911.71,646.91,914.98,801.14,408.16,499.93,867.45,610.94,371.93,1397.49,88.93,1581.07,549.25,613.64,290.91",[],4
1175,22386.61,"1108.29,561.87,388.53,860.8,719.78,599.8,505.81,177.64,1147.49,564.37,755.62,873.9,479.92,199.16,110.93,1104.29,526.72,155.53,488.85,977.91,554.17,908.99,602.32,411.38,385.39,580.24,573.23,556.44,647.85,882.39",[],3
1176,25088.89,"1589.65,722.81,854.88,1131.41,517.93,525.61,551.34,331.07,369.06,1092.33,1457.63,310.75,112.58,666.8,353.55,538.8,1398.77,807.04,272.73,747.16,762.91,1398.5,167.72,863.22,412.57,804.14,1278.86,985.89,1100.0,400.77",[],8
1177,24876.86,"1308.18,676.93,1450.98,890.69,664.31,1471.8,506.11,898.33,568.6,809.66,504.46,533.32,463.83,260.08,440.23,823.58,593.19,563.63,1555.57,490.97,250.34,294.44,941.47,605.23,255.63,820.73,703.29,688.66,379.12,947.43",[],4
1178,24939.83,"904.15,437.27,1185.0,563.33,1039.95,556.58,551.86,675.11,1454.11,974.34,507.76,1195.91,749.98,488.56,867.95,942.25,303.85,1133.4,1039.37,325.77,675.46,478.77,245.51,458.87,1159.17,595.87,485.82,861.21,136.4,842.27",[],5
1179,23513.72,"457.44,695.71,828.56,656.29,750.87,111.95,457.4,334.95,672.7,1441.22,353.55,379.83,1368.23,351.39,928.13,1025.98,145.3,364.02,367.24,476.66,708.51,1666.04,1458.03,1458.94,577.93,995.17,495.24,93.49,564.98,541.56",[],5
1180,27975.08,"1049.21,1988.72,1270.74,492.94,259.57,1202.65,1601.35,1670.53,1020.23,538.72,1346.09,381.16,882.54,545.99,886.89,830.5,595.66,495.32,223.86,491.94,152.75,647.48,534.62,706.73,560.79,1029.96,1334.45,891.99,1151.92,1148.87",[],9
1181,23244.83,"398.33,268.23,453.9,522.94,1157.93,920.31,595.98,877.56,1071.33,1384.51,683.4,220.43,393.78,340.75,1239.45,336.34,1808.25,613.22,772.2,646.25,351.94,457.4,532.74,313.68,628.82,827.07,459.59,376.68,234.05,701.48",[],5
1182,23526.76,"859.75,203.63,1509.59,259.99,293.59,965.58,420.26,464.83,1423.13,485.4,419.9,561.23,471.06,1422.69,1058.56,1254.26,317.6,805.87,597.2,1157.87,541.91,342.06,628.69,129.95,610.37,266.44,1161.78,1011.11,120.26,182.39",[],6
1183,26258.08,"1012.39,980.27,726.35,1037.92,809.24,505.65,976.7,184.35,841.44,1441.65,647.67,547.69,414.6,1103.78,1220.05,431.77,868.16,561.16,449.34,1470.4,1257.43,1540.48,1104.63,699.13,736.82,631.98,305.64,696.36,191.79,661.32",[],7
1184,23476.26,"972.67,644.33,302.23,188.4,414.76,1009.15,178.48,255.22,669.6,480.06,489.11,845.43,700.68,1036.31,1248.69,1188.29,1066.43,919.67,462.03,818.31,723.53,326.6,727.38,586.78,940.38,557.61,481.23,784.83,1510.85,350.51",[],4
1185,25534.1,"359.63,1154.9,1327.91,1020.53,109.9,1124.89,305.41,252.6,1395.9,169.75,115.88,1399.25,176.07,352.21,1278.59,268.06,1658.02,1027.79,1462.16,414.93,696.09,344.97,1268.36,1543.66,634.57,1235.74,498.47,904.21,708.62,403.76",[],11
1186,22394.74,"995.99,480.3,259.56,852.39,641.6,666.71,1641.33,1498.58,257.25,206.91,481.47,207.5,1114.29,255.53,365.67,227.71,419.38,284.67,362.07,1125.63,268.14,941.47,544.04,387.32,297.22,422.09,955.31,443.93,393.02,1247.48",[],5
1187,22296.1,"707.95,216.65,1077.74,883.29,759.28,414.51,355.49,653.14,399.81,510.65,859.74,1251.55,416.68,523.79,713.84,221.68,595.41,196.04,355.49,181.85,456.4,729.82,518.17,1159.02,1321.19,918.07,420.92,393.21,975.73,342.09",[],4
1188,25741.75,"247.37,650.77,1161.78,591.86,782.72,906.99,1112.24,531.43,432.03,1317.95,612.14,925.0,1293.68,1033.55,1051.1,939.79,385.13,772.35,296.2,969.05,679.99,796.47,1188.06,557.61,1487.01,633.35,970.33,197.85,530.66,501.24",[],6
1189,25192.1,"990.04,867.45,651.03,552.01,877.75,919.37,392.33,1167.27,1066.19,701.48,466.75,1654.55,96.81,246.39,1096.03,939.79,433.66,549.67,908.25,1025.56,185.28,1131.23,593.81,1199.57,235.08,1104.7,268.14,798.8,724.41,636.67",[],7
1190,22540.16,"901.4,1176.85,612.17,597.41,663.56,286.89,311.38,311.83,436.55,1496.75,854.21,390.45,359.16,1330.58,1150.68,443.29,431.78,1172.13,145.81,669.6,237.7,394.04,616.61,320.57,1010.45,415.37,216.62,347.21,350.39,443.34",[],5
1191,23218.58,"599.74,194.68,825.11,770.38,885.2,242.9,883.44,1176.98,320.82,252.39,1091.09,1058.66,592.7,419.29,525.25,731.48,1009.94,1070.86,809.63,479.92,1052.77,794.43,558.99,560.53,375.81,736.12,458.81,469.21,357.62,335.54",[],3
1192,21933.38,"732.73,305.22,270.36,999.3,272.23,238.23,156.75,710.12,355.05,1502.38,174.36,414.51,505.6,1058.66,300.06,653.14,630.19,261.81,343.88,1565.12,845.47,767.72,1010.85,1032.36,507.76,575.45,729.89,653.1,903.48,127.91",[],2
1193,20550.36,"990.04,349.76,416.51,394.48,166.27,561.87,150.28,214.95,515.14,536.62,1140.81,337.12,821.66,1111.63,619.95,1102.24,369.19,155.37,415.87,231.97,682.3,228.95,379.97,223.86,1114.16,640.44,873.9,222.11,700.74,360.45",[],4
1194,24965.72,"207.5,434.76,748.47,810.09,1156.36,385.81,1349.34,1150.6,697.29,580.89,675.23,183.26,1200.78,780.69,1058.05,319.65,207.8,666.71,1229.53,845.43,496.45,746.08,167.35,823.21,1485.55,1173.39,1328.12,928.28,508.77,584.55",[],8
1195,24835.04,"814.63,254.6,527.48,1395.39,1143.01,220.44,618.35,1313.72,1002.62,498.71,227.64,772.64,237.15,1195.67,1499.79,683.73,398.43,434.16,1402.83,337.74,1114.16,1405.82,760.52,275.85,701.99,643.94,788.98,287.08,232.32,865.44",[],8
1196,23600.98,"95.9,962.73,138.77,766.5,879.08,588.08,910.04,769.79,928.13,686.84,1593.93,1157.87,995.11,1019.69,382.52,372.16,272.92,319.16,547.69,704.23,597.89,288.32,298.52,134.78,323.8,930.51,1112.58,1394.28,724.27,457.4",[],4
1197,25847.67,"651.33,1184.98,1006.25,738.17,782.72,1066.93,467.78,419.39,1305.38,1036.21,934.04,1161.78,294.96,691.53,303.63,325.77,1069.66,739.97,1130.16,1522.94,545.94,384.41,786.13,441.22,1036.88,403.74,767.8,903.33,791.08,434.74",[],7
1198,26790.14,"748.75,1666.04,426.28,492.94,1120.51,465.89,1360.53,310.12,1195.91,1440.34,1385.89,384.46,603.57,669.52,347.21,727.84,927.72,1133.1,1491.11,598.78,764.33,1598.2,724.94,723.79,902.74,377.79,256.31,619.03,872.72,225.33",[],9
1199,20942.85,"562.04,1136.95,299.83,213.6,547.69,452.75,577.86,392.9,820.74,231.72,309.27,1025.98,561.81,428.26,1161.89,250.03,708.14,885.64,529.24,316.53,653.12,354.86,883.8,146.21,590.3,261.69,252.75,604.58,531.85,641.6",[],2
1200,21408.29,"424.51,1007.24,706.36,451.13,814.63,703.71,505.16,346.76,590.31,459.04,437.38,556.36,165.44,785.99,529.98,414.57,555.66,1282.43,483.14,132.97,932.19,357.5,457.4,195.73,310.13,1105.32,1161.89,532.74,129.14,455.87",[],3
1201,23810.66,"1641.88,128.69,257.32,879.09,235.82,662.02,659.2,1660.57,370.38,1512.11,439.07,945.21,158.39,475.14,225.81,157.57,365.44,874.66,526.38,1153.25,615.01,784.05,1103.94,929.29,228.98,615.03,1230.21,672.34,251.26,953.03",[],6
1202,21420.58,"548.47,166.23,309.27,365.39,1428.85,814.62,492.04,396.88,181.16,635.71,592.7,116.59,464.89,909.15,754.89,561.81,1142.1,252.42,270.36,707.39,109.13,732.85,435.97,731.77,1018.97,700.74,575.45,1508.09,577.41,147.5",[],3
1203,26069.77,"1411.76,1471.36,734.1,501.19,725.86,951.16,272.73,469.78,288.51,565.27,1236.88,919.92,915.09,548.12,1268.95,430.38,1251.09,331.49,464.97,388.45,876.27,1024.64,748.23,500.6,1092.23,1555.57,1509.53,909.49,404.85,150.52",[],8
1204,24217.34,"479.92,555.64,1413.87,235.0,597.68,1371.57,654.65,403.45,696.88,418.22,1458.94,1115.0,526.72,431.73,487.11,234.3,587.83,449.84,1284.8,1138.43,724.4,1258.1,582.75,183.2,379.12,1320.91,432.26,356.9,806.06,643.6",[],8
1205,22703.12,"273.11,215.02,863.08,303.85,236.42,562.76,693.56,1283.96,597.53,1014.46,1279.76,753.9,1032.36,687.78,250.01,172.07,344.29,1008.44,1328.47,736.12,478.85,667.92,673.65,477.52,619.61,641.39,623.82,504.87,679.89,203.16",[],3
1206,22912.3,"1132.47,144.73,106.36,799.18,1567.72,1025.98,1238.19,110.99,248.33,854.21,1381.06,284.72,202.46,965.27,676.56,370.04,684.08,1012.98,856.18,382.71,255.53,579.04,498.71,355.89,563.32,363.44,549.21,564.23,441.85,440.02",[],4
1207,24355.21,"979.22,311.72,801.63,986.52,496.91,994.61,399.08,137.52,927.74,481.82,850.26,1060.94,903.68,1228.44,907.82,409.12,854.88,361.5,1215.34,556.36,477.95,481.59,741.83,1057.64,619.13,1038.71,1103.53,624.99,227.95,168.51",[],4
1208,22164.41,"785.72,501.84,579.69,1324.13,459.59,298.77,1111.58,778.66,155.89,199.74,840.95,493.9,245.51,533.0,931.47,444.32,358.37,902.7,997.38,450.1,238.68,649.22,100.71,188.49,371.92,899.12,515.97,1076.35,439.45,1407.6",[],4
1209,21271.23,"521.66,1092.02,1130.27,651.55,108.75,252.42,966.35,330.38,528.1,739.79,309.48,319.01,368.12,918.95,292.49,495.17,475.14,1154.11,265.01,134.49,357.88,1066.75,522.56,679.38,345.0,103.08,580.8,552.65,664.18,734.1",[],4
1210,23773.9,"540.94,523.68,1358.55,619.45,435.71,1279.44,382.63,1065.09,332.07,990.68,539.39,1458.03,180.99,357.23,1104.29,1279.6,433.06,622.11,974.21,270.75,369.83,323.24,1273.52,400.9,674.14,124.98,661.16,283.65,400.3,803.31",[],7
1211,24496.84,"556.44,753.12,338.63,1200.83,354.21,852.39,657.49,1404.36,646.9,485.49,935.44,220.36,646.64,764.38,620.47,1350.06,981.01,220.71,1301.71,837.77,649.13,375.88,871.23,1354.57,883.59,964.03,255.51,140.31,823.51,216.41",[],5
1212,23732.56,"1187.3,742.89,201.43,499.93,1131.08,558.35,797.6,569.22,745.31,239.18,899.9,364.29,1220.02,587.3,333.28,812.34,771.32,960.02,666.8,841.47,745.83,900.75,538.99,990.31,1094.79,284.56,184.35,456.21,424.0,593.81",[],4
1213,24887.29,"254.78,383.61,273.49,1304.73,148.05,1071.25,215.86,247.19,820.98,1200.86,1113.35,1232.48,1454.72,1110.01,755.6,441.96,1077.77,566.12,1070.24,979.96,586.69,1013.39,807.78,976.7,575.67,871.23,1024.66,304.34,500.82,388.1",[],9
1214,25378.38,"643.4,572.77,715.71,1298.46,683.4,246.39,969.57,584.46,1280.38,635.9,1313.72,725.39,948.17,263.08,853.21,1363.16,782.63,596.77,640.54,887.23,889.45,258.11,400.73,164.18,881.25,1309.19,549.67,862.9,236.59,1471.8",[],6
1215,21875.95,"97.3,213.91,296.07,638.76,194.87,483.15,579.29,1021.33,456.02,1172.13,134.65,1049.51,266.23,148.59,591.89,624.72,812.33,616.81,992.28,1522.94,497.79,1496.41,1287.49,391.19,573.34,738.7,672.45,351.86,364.56,513.93",[],4
1216,24654.51,"610.79,1351.15,596.14,1298.46,1429.0,144.22,1717.56,821.96,248.33,538.96,476.01,442.95,1185.57,259.56,485.9,840.59,175.11,945.49,1000.05,1114.56,313.71,1025.56,478.58,609.43,726.01,480.08,350.41,122.96,661.34,485.36",[],6
1217,23961.78,"1566.33,454.3,442.37,909.67,1474.77,167.35,738.67,845.95,335.05,562.15,684.34,144.62,1313.05,320.39,1398.77,279.35,448.61,1632.01,709.31,179.96,487.67,608.14,134.78,946.91,838.55,188.49,168.32,1138.41,356.96,866.51",[],6
1218,25763.62,"1570.56,360.03,340.23,864.09,170.84,288.92,1157.95,963.11,821.65,340.43,894.62,420.73,216.62,1310.59,1797.02,1338.88,1120.67,1261.5,640.58,1131.41,516.78,567.73,677.9,291.4,735.65,1115.44,231.69,688.73,583.15,1467.77",[],10
1219,25094.25,"561.81,403.05,1115.61,642.45,928.28,394.43,860.27,506.94,960.02,446.45,1278.86,150.22,375.14,991.84,634.42,1472.15,1232.09,1029.86,1170.47,771.6,100.78,605.67,1067.22,821.35,461.34,1428.71,428.21,1008.06,520.28,559.47",[],7
1220,24038.75,"397.13,276.76,490.61,196.49,293.44,1178.84,1381.06,534.1,996.48,957.67,1526.16,433.69,550.09,600.36,971.28,972.78,1563.29,455.65,1459.82,653.86,363.24,206.57,420.02,326.23,881.36,602.37,783.65,514.3,988.5,152.81",[],5
1221,24237.9,"1092.18,462.32,853.75,1129.81,584.46,109.62,106.36,220.69,1106.04,1220.02,1057.58,537.92,1499.79,596.07,564.37,93.49,823.22,467.57,838.55,690.67,1077.16,1020.23,212.22,339.44,772.43,425.44,486.61,1002.62,1148.75,913.11",[],7
1222,23439.25,"762.47,128.29,842.49,1477.11,698.49,295.4,362.65,710.97,813.77,659.05,266.69,743.59,989.77,328.3,193.0,1174.58,946.95,276.41,500.25,399.81,915.09,806.94,370.33,660.04,628.43,841.76,512.82,1370.65,836.46,1051.6",[],3
1223,25612.59,"925.0,800.46,646.58,1636.86,537.93,1202.95,696.17,1413.0,575.67,403.98,276.13,482.65,473.52,499.7,1108.29,510.64,818.12,140.35,265.01,1195.29,930.51,824.88,726.35,1042.82,1304.5,1127.31,593.81,1453.37,365.67,224.22",[],8
1224,25209.38,"1364.36,347.16,1454.11,490.61,306.21,736.78,1509.53,1118.59,702.8,771.49,579.92,238.87,512.34,1201.08,646.58,841.98,315.65,1142.07,1113.09,638.31,374.72,1195.91,724.99,151.99,532.9,393.09,363.54,602.24,1103.4,676.61",[],9
1225,26653.84,"1478.6,865.98,707.64,704.64,1670.55,1112.58,934.38,387.06,122.75,140.52,266.69,1397.82,251.21,1953.74,1201.43,285.7,1237.66,154.71,240.52,1317.45,1109.99,392.33,1036.21,341.2,687.6,246.16,1601.79,1113.09,726.35,1010.95",[],11
1226,25726.38,"95.26,469.33,1337.65,356.11,811.66,350.92,666.8,1512.11,656.93,1414.11,353.52,457.4,112.07,327.0,548.06,1636.72,1485.55,744.91,975.43,860.78,636.38,555.93,1363.12,1632.08,1158.21,336.49,742.32,1225.1,965.28,818.75",[],9
1227,22481.61,"201.43,845.8,902.31,469.36,144.66,245.82,491.94,652.45,368.78,796.47,831.83,501.48,844.07,356.36,270.36,1106.97,732.76,695.39,487.3,1307.54,583.58,698.67,711.2,1289.83,491.19,808.45,494.27,1105.18,447.93,623.83",[],4
1228,23950.74,"1278.45,696.16,960.54,1131.08,1236.34,1180.87,391.19,189.66,1499.7,481.52,564.06,612.33,899.9,338.87,377.5,343.38,338.87,161.39,717.89,436.23,917.1,431.13,544.09,173.9,216.99,540.2,708.98,282.42,1510.85,699.15",[],6
1229,26324.41,"434.16,495.73,359.58,123.76,1589.77,1462.34,762.47,512.15,838.71,1001.46,1656.36,768.93,1350.46,373.72,380.3,960.19,485.69,465.62,403.98,371.43,1095.85,1503.92,1666.04,1584.73,920.31,257.25,819.6,605.07,885.64,855.61",[],8
1230,23720.88,"511.52,604.41,355.05,237.05,662.91,806.57,1106.04,253.82,216.14,1067.31,461.04,1261.5,875.69,539.5,1510.85,480.3,353.52,452.32,732.61,431.77,599.46,1094.86,928.6,772.35,199.12,1458.03,495.07,992.55,902.29,1056.37",[],6
1231,24526.03,"472.53,249.24,435.71,1495.83,695.12,1174.06,887.36,563.32,464.73,1147.67,1339.65,274.69,323.35,625.87,106.96,451.34,821.66,1200.86,721.62,1477.92,1147.37,728.49,1185.57,1092.99,371.96,371.32,95.9,750.18,845.95,204.51",[],9
1232,23032.33,"1459.82,385.58,351.94,1405.23,225.17,693.94,1513.33,352.36,880.95,165.44,626.36,1093.8,742.91,596.97,549.23,310.32,671.13,427.43,400.44,222.13,184.35,306.17,309.48,1241.68,297.99,323.34,1052.79,925.44,439.45,763.76",[],5
1233,23513.19,"841.47,454.78,320.13,488.56,123.56,939.62,713.42,477.05,780.95,989.74,861.92,533.73,570.33,699.72,908.02,493.85,350.57,1561.95,283.64,819.6,441.85,1245.37,995.32,1134.98,483.15,1080.91,154.53,514.93,886.21,677.58",[],4
1234,25832.61,"962.45,1136.52,1027.44,1228.93,677.9,361.31,991.97,207.19,982.94,399.08,812.72,1283.25,232.33,597.2,556.88,620.73,728.28,1104.69,785.08,347.89,904.92,1303.2,819.6,1371.49,210.8,1290.31,494.99,620.91,1009.15,454.96",[],7
1235,21856.72,"812.67,712.85,385.41,611.9,746.31,375.73,740.04,433.54,676.16,105.54,660.05,780.69,766.79,185.47,108.06,391.24,929.34,441.96,1105.22,264.14,408.17,686.86,1051.6,466.48,305.76,434.42,1521.15,135.1,939.9,965.28",[],2
1236,24296.21,"969.57,514.93,572.01,724.47,191.59,786.28,183.26,656.18,585.46,209.48,889.45,1392.6,1129.45,1034.27,805.05,1258.95,883.44,1283.96,928.13,577.41,352.63,736.51,685.59,650.85,298.83,818.12,588.15,676.94,265.09,962.73",[],4
1237,22878.22,"238.47,249.9,1216.96,641.23,599.35,777.61,817.27,1254.46,455.85,446.84,148.66,738.48,755.15,842.46,689.6,602.92,291.35,313.3,781.79,182.36,456.91,1021.7,1008.16,786.43,486.49,841.51,192.01,1088.68,287.96,1446.74",[],4
1238,23413.53,"421.82,1174.58,498.8,174.34,918.95,1310.29,715.96,821.66,467.39,149.69,1167.05,289.41,1138.51,265.46,302.16,1395.39,675.37,439.55,697.26,873.29,586.69,308.15,1496.75,124.45,566.07,359.5,647.85,1069.63,430.32,425.44",[],7
1239,24084.94,"555.47,417.44,450.1,1210.56,724.94,161.53,1418.83,624.75,1153.64,779.63,1178.32,291.35,157.53,1232.41,1217.07,572.26,151.5,539.1,1218.0,875.37,200.72,581.94,514.19,828.8,1334.63,746.2,326.66,498.71,785.74,174.27",[],8
1240,22407.85,"581.93,995.67,591.89,1290.39,388.33,1410.52,917.06,328.3,781.98,535.23,370.38,331.92,712.77,738.94,597.41,110.98,416.02,891.31,289.92,781.46,429.03,434.76,965.07,261.52,361.5,156.72,485.82,722.65,616.81,177.35",[],2
1241,25422.1,"290.42,908.25,652.74,1174.06,265.38,1072.88,463.45,660.62,579.82,1471.8,925.36,353.46,1296.12,443.99,1563.29,726.61,457.44,593.77,741.83,1165.27,981.62,229.45,203.63,1319.66,95.26,845.24,343.27,1330.58,666.75,1660.57",[],9
1242,23594.9,"224.67,496.17,830.54,624.71,1655.39,308.11,267.59,1040.29,525.29,1193.34,781.71,433.66,836.77,213.54,1125.91,719.46,1331.76,435.88,909.76,1121.75,905.18,786.83,175.81,479.14,295.4,305.64,295.06,1158.21,370.38,201.29",[],6
1243,26166.08,"1204.82,1197.75,869.55,1245.37,325.9,691.22,702.49,1421.95,233.01,927.63,783.5,420.42,284.4,647.56,617.62,1395.9,742.92,1415.48,305.93,884.43,997.55,700.47,1349.24,665.92,259.45,313.13,1153.22,482.45,989.92,483.67",[],8
1244,22174.81,"794.5,1080.37,472.37,164.45,276.88,606.1,238.23,352.21,1539.59,350.85,504.23,916.03,162.02,533.09,1042.9,505.06,343.38,586.05,1267.49,388.61,820.29,290.19,197.56,792.47,1456.75,555.47,860.31,339.43,811.05,212.66",[],4
1245,23012.98,"200.99,356.9,505.2,453.97,487.67,726.01,430.32,1254.46,193.82,812.34,813.2,732.73,348.46,716.6,481.47,1107.31,138.77,715.5,1651.3,986.36,420.26,1174.58,378.6,175.11,1413.87,548.12,1181.3,824.7,1025.07,222.24",[],6
1246,23243.21,"1136.95,1202.95,638.39,463.26,618.79,838.52,622.06,394.46,786.07,1338.34,110.98,1463.49,184.81,512.15,462.92,1007.91,393.53,345.92,814.49,1243.55,170.36,687.16,670.62,206.91,348.46,431.13,491.19,157.45,916.05,240.03",[],5
1247,22876.89,"1109.99,595.06,817.65,565.27,354.21,799.63,1013.85,361.05,899.87,430.29,541.6,947.93,864.28,538.96,435.69,219.02,350.57,703.63,560.51,398.57,692.34,1058.5,480.58,323.93,888.21,653.92,318.26,1513.11,439.24,105.44",[],2
1248,24353.56,"257.59,911.15,1105.97,1398.77,924.03,631.79,1265.14,143.68,589.73,426.32,1248.08,475.07,633.11,663.56,926.42,516.51,1206.73,609.43,346.34,312.75,231.47,716.14,246.94,1153.22,783.66,190.72,605.71,834.24,521.44,1204.45",[],7
1249,22840.17,"976.42,579.04,257.57,235.82,166.83,638.31,175.64,1589.77,408.76,821.86,998.14,413.15,797.16,937.86,993.35,507.24,886.66,512.53,1065.0,395.13,433.31,301.12,693.36,756.82,874.66,967.8,429.14,902.74,274.17,496.57",[],2
1250,23259.37,"132.15,286.21,323.35,728.0,234.86,1273.52,155.53,446.81,523.23,1340.58,304.14,897.96,947.93,620.91,1013.47,788.06,1215.36,432.66,251.74,671.99,112.58,1247.63,979.11,1301.05,666.75,894.92,1190.01,231.77,1268.36,560.01",[],7
1251,23164.32,"504.23,967.8,1063.87,705.45,492.53,113.8,120.39,139.04,527.07,718.92,1604.12,561.6,1383.0,370.38,268.55,267.1,445.93,781.46,883.29,560.01,1093.37,893.96,1190.61,805.98,582.81,459.59,599.98,1103.58,723.98,96.81",[],6
1252,20803.22,"220.36,284.4,1105.18,355.49,221.56,762.72,767.02,310.13,627.42,884.64,619.45,754.79,349.85,1170.72,352.21,216.14,139.99,138.0,703.83,285.59,383.91,278.1,746.91,980.71,1167.05,739.97,679.31,323.91,308.68,556.44",[],3
1253,25001.03,"200.63,1066.67,598.19,275.47,1461.09,979.63,1111.63,435.71,839.19,947.7,1608.3,470.38,417.15,158.58,1125.6,505.11,907.93,363.31,805.49,809.54,578.53,420.79,1121.21,490.02,636.42,1254.74,523.91,480.16,778.72,1113.35",[],8
1254,26494.29,"476.57,1303.2,560.79,1130.8,295.4,857.22,180.94,191.03,1278.86,1223.6,653.1,443.93,1073.66,1009.93,1775.59,875.37,1157.2,1026.97,1213.01,482.24,1099.42,557.06,522.61,291.4,1645.1,540.65,1419.38,512.53,447.57,701.48",[],11
1255,23992.31,"523.9,1159.31,573.02,1251.09,770.38,107.87,523.23,825.28,1320.66,1165.52,238.47,654.09,351.54,1359.42,809.65,1391.41,873.29,241.21,710.67,877.84,853.35,247.48,292.49,535.83,521.14,512.15,134.29,602.03,351.94,276.11",[],6
1256,24177.57,"583.91,275.85,614.04,1251.55,639.59,234.17,1248.36,244.13,511.65,465.85,523.94,355.05,1366.26,620.73,851.65,1321.2,769.33,1656.52,519.61,336.79,1010.71,865.64,288.18,759.42,480.47,881.82,333.28,972.01,965.28,791.86",[],5
1257,21834.97,"1651.91,341.03,382.33,1308.02,617.05,1174.29,351.54,392.85,412.14,844.87,102.01,150.28,140.35,929.85,143.59,154.23,536.53,856.86,271.34,422.14,132.79,552.27,561.63,1138.41,442.53,290.93,666.18,1170.74,662.91,517.4",[],5
1258,24248.72,"1060.94,186.67,1608.68,721.44,782.49,667.25,613.61,525.75,543.87,394.43,372.54,1202.54,772.59,977.24,378.09,821.35,432.03,922.04,1502.26,660.05,621.11,684.34,471.25,559.83,462.32,661.44,222.82,310.65,1284.32,563.42",[],5
1259,24080.57,"756.82,1066.52,624.75,370.52,1178.53,1176.98,238.19,1189.92,521.31,1238.17,1442.26,781.71,147.5,1013.15,361.61,417.6,1052.74,356.11,486.07,980.27,268.23,726.45,499.7,257.65,343.88,395.36,654.95,625.32,554.37,373.95",[],6
1260,23818.04,"530.66,1248.08,600.72,133.71,1342.3,333.03,648.74,1266.48,886.27,519.18,275.36,272.92,794.62,1427.07,180.46,737.51,211.73,276.41,252.56,918.08,244.5,1255.44,1034.54,165.68,1101.77,1301.28,473.16,636.28,1357.24,479.38",[],8
1261,21911.39,"1139.33,207.58,116.29,1234.91,1330.5,405.81,586.69,318.54,376.21,269.71,288.75,1306.95,796.2,243.44,328.05,1010.77,1184.86,388.33,373.58,158.39,265.43,842.85,90.3,691.94,327.26,993.35,110.93,793.33,929.85,525.25",[],5
