Index,Final NPV,Cooling_Savings,Heating_Savings
65,-1735.32,[],"2728.8,2568.94,2255.65,2620.21,2870.39,2805.49,2976.96,2814.59,2955.84,2669.13,2501.31,2770.66,2525.82,2427.83,2477.7,2655.65,2484.51,2310.13,2527.43,2422.19,2626.85,2561.6,2603.3,2587.55,2715.26,2391.91,2503.49,2884.45,2662.68,2809.38"
66,-2704.67,[],"2581.09,2634.43,2366.27,2855.25,2553.53,2878.39,2443.97,2289.29,2712.42,3018.59,2200.56,2404.57,2668.58,2736.98,2888.35,2801.25,2641.24,2247.21,2454.33,2548.8,2323.95,2858.76,2722.32,2321.74,2380.49,2398.93,2816.3,2267.08,2616.82,2645.52"
67,-1690.07,[],"3140.57,2746.46,2427.21,2769.05,2657.72,2555.0,2779.25,2723.64,2876.87,2543.61,2548.96,2508.82,2573.55,2466.65,2395.38,2401.35,2253.9,2420.76,2988.27,2603.65,2446.24,2653.91,2519.52,3006.82,2779.8,2716.18,2428.29,2878.39,2571.48,2226.94"
68,-2823.3,[],"2630.95,2236.27,2695.21,2718.38,2488.13,2428.2,2633.07,2819.91,2493.2,2710.42,2540.76,2933.62,2288.51,2405.02,2639.98,2654.33,2367.14,2743.66,2355.25,2509.29,2709.95,2623.06,2587.25,2827.32,2620.9,2455.4,2590.6,2708.42,2319.69,2607.86"
69,-2034.25,[],"2721.8,2325.32,2593.15,2792.43,2519.13,2889.05,2308.15,2819.78,2767.76,2782.17,2487.57,2584.03,2679.79,2315.42,2372.92,2675.93,2926.8,2444.74,2422.53,2901.73,2739.25,2728.75,2856.72,2706.85,2371.72,2355.02,2293.9,2785.67,2469.29,2798.9"
70,-2766.1,[],"2941.44,2835.26,2686.54,2476.98,2350.78,2444.74,2664.22,2433.3,3006.82,2615.01,2381.31,2614.94,2579.37,2596.41,2781.44,2683.02,2527.77,2381.22,2491.65,2382.38,2706.84,2567.43,2526.45,2297.64,2301.9,2297.61,2708.52,2486.73,2574.54,2536.58"
71,-3705.34,[],"2364.65,2639.85,2331.55,2588.52,2451.08,2577.16,2485.82,2507.02,2700.67,2638.92,2393.53,2461.01,2193.53,2732.15,2727.53,2562.22,2897.81,2318.35,2398.13,2553.85,2641.14,2766.76,2657.66,2385.55,2376.67,2481.81,2437.92,2582.32,2560.34,2789.78"
72,-3575.47,[],"2775.62,2809.32,2565.26,2516.48,2790.55,2728.43,2605.68,2611.47,2602.57,2435.89,2485.31,2607.37,2294.15,2252.68,2414.26,2339.65,2561.22,2192.6,2567.1,2440.86,2747.14,2483.27,2479.83,2447.04,2308.27,2476.58,2780.92,2565.34,2541.32,2193.38"
73,-1591.25,[],"2689.3,2667.69,2306.85,2468.34,2842.14,2853.5,2804.86,2454.77,2809.88,2465.87,2345.62,3028.06,2479.82,2652.73,2569.42,3072.28,2435.6,2652.84,2603.45,2841.22,2205.41,2937.99,2863.98,2465.27,3065.6,2478.49,2695.21,2539.89,2458.36,2312.22"
74,-3023.98,[],"2767.97,2394.89,2343.41,2527.34,2506.35,2571.41,3005.68,2685.65,2791.48,2374.59,2693.25,2422.19,2388.16,2701.91,2827.27,2597.34,2200.66,2331.61,2621.12,2785.54,2573.87,2426.48,2643.57,2432.73,2425.67,2369.37,2461.89,2872.31,2820.59,2338.57"
75,-4136.97,[],"2476.44,2431.56,2413.73,2380.19,2409.03,2494.43,2686.19,2424.08,2400.11,2664.78,2593.28,2965.47,2374.12,2403.44,2711.63,2237.84,2366.28,2534.3,2264.56,2448.67,2438.48,2904.43,2464.27,2699.16,2632.83,2790.59,2775.04,2192.76,2486.73,2548.47"
76,-1958.22,[],"2999.23,2534.02,2572.99,2565.77,2723.57,2526.05,2718.97,2224.15,2767.61,2725.72,2498.52,2837.04,2969.99,2533.8,2437.3,2505.02,2264.71,2766.47,2401.3,2737.39,2446.19,2310.9,2696.5,2979.72,2699.24,2824.0,2350.29,2709.19,2564.95,2561.41"
77,-1033.74,[],"2818.59,2770.56,2984.01,2584.36,2326.85,2722.65,2892.14,2832.96,2824.56,2727.7,2718.07,2883.75,2453.81,2659.48,2544.3,2409.0,2636.03,2640.28,2526.51,2682.59,2584.52,2595.83,2515.62,2750.11,2352.82,2785.46,2457.51,2663.22,2771.51,2304.07"
78,-3621.46,[],"3025.3,2388.14,2599.66,2306.74,2621.78,2313.8,2517.03,2707.34,2566.91,2474.1,2234.17,2682.04,2626.95,2639.98,2379.37,2503.94,2397.81,2374.7,2527.21,2554.35,2675.93,2362.87,2290.14,2453.81,2652.58,2427.21,2930.6,2636.61,2517.57,2763.91"
79,-4525.46,[],"2600.49,2529.07,2289.27,2276.22,2528.4,2463.82,2729.29,2524.66,2750.11,2393.45,2505.86,2496.8,2237.69,2336.0,2222.37,2845.07,2769.05,2529.41,2631.15,2635.05,2274.04,2443.6,2657.68,2312.07,2489.43,2323.95,2433.67,2498.72,2251.49,2782.73"
80,-3866.46,[],"2450.99,2738.76,2223.09,2364.17,2439.41,2512.75,2415.53,2810.51,2321.11,2277.52,2748.29,2465.48,2534.05,2623.21,2525.46,2817.5,2374.93,2533.63,2924.37,2648.85,2429.72,2427.08,2522.25,2372.52,2276.92,2951.73,2362.82,2530.78,2551.94,2912.65"
